# Assembly name:  ASM161421v1
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=CCMP527
# Taxid:          72520
# BioSample:      SAMN04613695
# BioProject:     PRJNA65109
# Submitter:      Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences
# Date:           2016-04-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    AFGN01
# Assembly method: Velvet v. 1.0.14
# Genome coverage: 30x
# Sequencing technology: Illumina GA IIx
# GenBank assembly accession: GCA_001614215.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_001614265.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig15631_1	unplaced-scaffold	na	na	AFGN01004885.1	<>	na	Primary Assembly	322	na
contig15636_1	unplaced-scaffold	na	na	AFGN01004886.1	<>	na	Primary Assembly	12946	na
contig15636_2	unplaced-scaffold	na	na	AFGN01004887.1	<>	na	Primary Assembly	1721	na
contig15637_1	unplaced-scaffold	na	na	AFGN01004888.1	<>	na	Primary Assembly	518	na
contig15637_2	unplaced-scaffold	na	na	AFGN01004889.1	<>	na	Primary Assembly	375	na
contig15649	unplaced-scaffold	na	na	AFGN01004890.1	<>	na	Primary Assembly	1313	na
contig15652_1	unplaced-scaffold	na	na	AFGN01004891.1	<>	na	Primary Assembly	433	na
contig15652_2	unplaced-scaffold	na	na	AFGN01004892.1	<>	na	Primary Assembly	695	na
contig15654_1	unplaced-scaffold	na	na	AFGN01004893.1	<>	na	Primary Assembly	534	na
contig15654_2	unplaced-scaffold	na	na	AFGN01004894.1	<>	na	Primary Assembly	272	na
contig15657_1	unplaced-scaffold	na	na	AFGN01004895.1	<>	na	Primary Assembly	217	na
contig15657_2	unplaced-scaffold	na	na	AFGN01004896.1	<>	na	Primary Assembly	237	na
contig15658_2	unplaced-scaffold	na	na	AFGN01004897.1	<>	na	Primary Assembly	2293	na
contig15666_1	unplaced-scaffold	na	na	AFGN01004898.1	<>	na	Primary Assembly	377	na
contig15667_1	unplaced-scaffold	na	na	AFGN01004899.1	<>	na	Primary Assembly	16935	na
contig15667_2	unplaced-scaffold	na	na	AFGN01004900.1	<>	na	Primary Assembly	423	na
contig15667_5	unplaced-scaffold	na	na	AFGN01004901.1	<>	na	Primary Assembly	7696	na
contig15667_6	unplaced-scaffold	na	na	AFGN01004902.1	<>	na	Primary Assembly	298	na
contig15667_7	unplaced-scaffold	na	na	AFGN01004903.1	<>	na	Primary Assembly	1688	na
contig15691	unplaced-scaffold	na	na	AFGN01004904.1	<>	na	Primary Assembly	1256	na
contig15711_1	unplaced-scaffold	na	na	AFGN01004905.1	<>	na	Primary Assembly	424	na
contig15717_1	unplaced-scaffold	na	na	AFGN01004906.1	<>	na	Primary Assembly	461	na
contig15717_2	unplaced-scaffold	na	na	AFGN01004907.1	<>	na	Primary Assembly	220	na
contig15735_2	unplaced-scaffold	na	na	AFGN01004908.1	<>	na	Primary Assembly	263	na
contig15736_3	unplaced-scaffold	na	na	AFGN01004909.1	<>	na	Primary Assembly	1141	na
contig15741	unplaced-scaffold	na	na	AFGN01004910.1	<>	na	Primary Assembly	8062	na
contig15757	unplaced-scaffold	na	na	AFGN01004911.1	<>	na	Primary Assembly	759	na
contig15762	unplaced-scaffold	na	na	AFGN01004912.1	<>	na	Primary Assembly	419	na
contig15818	unplaced-scaffold	na	na	AFGN01004913.1	<>	na	Primary Assembly	631	na
contig15819_1	unplaced-scaffold	na	na	AFGN01004914.1	<>	na	Primary Assembly	487	na
contig15819_2	unplaced-scaffold	na	na	AFGN01004915.1	<>	na	Primary Assembly	1425	na
contig15853	unplaced-scaffold	na	na	AFGN01004916.1	<>	na	Primary Assembly	931	na
contig15864_2	unplaced-scaffold	na	na	AFGN01004917.1	<>	na	Primary Assembly	208	na
contig15865_2	unplaced-scaffold	na	na	AFGN01004918.1	<>	na	Primary Assembly	17032	na
contig15886	unplaced-scaffold	na	na	AFGN01004919.1	<>	na	Primary Assembly	2337	na
contig15901_1	unplaced-scaffold	na	na	AFGN01004920.1	<>	na	Primary Assembly	220	na
contig15901_2	unplaced-scaffold	na	na	AFGN01004921.1	<>	na	Primary Assembly	370	na
contig15901_3	unplaced-scaffold	na	na	AFGN01004922.1	<>	na	Primary Assembly	5220	na
contig15913_1	unplaced-scaffold	na	na	AFGN01004923.1	<>	na	Primary Assembly	366	na
contig15913_2	unplaced-scaffold	na	na	AFGN01004924.1	<>	na	Primary Assembly	826	na
contig15917	unplaced-scaffold	na	na	AFGN01004925.1	<>	na	Primary Assembly	500	na
contig15923_1	unplaced-scaffold	na	na	AFGN01004926.1	<>	na	Primary Assembly	369	na
contig15923_2	unplaced-scaffold	na	na	AFGN01004927.1	<>	na	Primary Assembly	490	na
contig15926	unplaced-scaffold	na	na	AFGN01004928.1	<>	na	Primary Assembly	200	na
contig15933	unplaced-scaffold	na	na	AFGN01004929.1	<>	na	Primary Assembly	506	na
contig15943_1	unplaced-scaffold	na	na	AFGN01004930.1	<>	na	Primary Assembly	539	na
contig15943_3	unplaced-scaffold	na	na	AFGN01004931.1	<>	na	Primary Assembly	522	na
contig15943_6	unplaced-scaffold	na	na	AFGN01004932.1	<>	na	Primary Assembly	505	na
contig15953_1	unplaced-scaffold	na	na	AFGN01004933.1	<>	na	Primary Assembly	513	na
contig15953_2	unplaced-scaffold	na	na	AFGN01004934.1	<>	na	Primary Assembly	2081	na
contig15966	unplaced-scaffold	na	na	AFGN01004935.1	<>	na	Primary Assembly	438	na
contig15985_1	unplaced-scaffold	na	na	AFGN01004936.1	<>	na	Primary Assembly	275	na
contig15985_2	unplaced-scaffold	na	na	AFGN01004937.1	<>	na	Primary Assembly	222	na
contig15985_3	unplaced-scaffold	na	na	AFGN01004938.1	<>	na	Primary Assembly	486	na
contig15987_1	unplaced-scaffold	na	na	AFGN01004939.1	<>	na	Primary Assembly	337	na
contig15987_2	unplaced-scaffold	na	na	AFGN01004940.1	<>	na	Primary Assembly	10484	na
contig15995_1	unplaced-scaffold	na	na	AFGN01004941.1	<>	na	Primary Assembly	3372	na
contig15995_2	unplaced-scaffold	na	na	AFGN01004942.1	<>	na	Primary Assembly	540	na
contig16018	unplaced-scaffold	na	na	AFGN01004943.1	<>	na	Primary Assembly	473	na
contig16025	unplaced-scaffold	na	na	AFGN01004944.1	<>	na	Primary Assembly	649	na
contig16026_1	unplaced-scaffold	na	na	AFGN01004945.1	<>	na	Primary Assembly	645	na
contig16026_2	unplaced-scaffold	na	na	AFGN01004946.1	<>	na	Primary Assembly	599	na
contig16042_1	unplaced-scaffold	na	na	AFGN01004947.1	<>	na	Primary Assembly	240	na
contig16042_2	unplaced-scaffold	na	na	AFGN01004948.1	<>	na	Primary Assembly	610	na
contig16045_1	unplaced-scaffold	na	na	AFGN01004949.1	<>	na	Primary Assembly	318	na
contig16045_2	unplaced-scaffold	na	na	AFGN01004950.1	<>	na	Primary Assembly	1527	na
contig16047_2	unplaced-scaffold	na	na	AFGN01004951.1	<>	na	Primary Assembly	1443	na
contig16056_1	unplaced-scaffold	na	na	AFGN01004952.1	<>	na	Primary Assembly	257	na
contig16060_2	unplaced-scaffold	na	na	AFGN01004953.1	<>	na	Primary Assembly	568	na
contig16063_1	unplaced-scaffold	na	na	AFGN01004954.1	<>	na	Primary Assembly	283	na
contig16064	unplaced-scaffold	na	na	AFGN01004955.1	<>	na	Primary Assembly	778	na
contig16070_1	unplaced-scaffold	na	na	AFGN01004956.1	<>	na	Primary Assembly	588	na
contig16070_2	unplaced-scaffold	na	na	AFGN01004957.1	<>	na	Primary Assembly	1026	na
contig16073_1	unplaced-scaffold	na	na	AFGN01004958.1	<>	na	Primary Assembly	5167	na
contig16073_4	unplaced-scaffold	na	na	AFGN01004959.1	<>	na	Primary Assembly	216	na
contig16073_8	unplaced-scaffold	na	na	AFGN01004960.1	<>	na	Primary Assembly	1843	na
contig16075	unplaced-scaffold	na	na	AFGN01004961.1	<>	na	Primary Assembly	649	na
contig16083_1	unplaced-scaffold	na	na	AFGN01004962.1	<>	na	Primary Assembly	864	na
contig16083_2	unplaced-scaffold	na	na	AFGN01004963.1	<>	na	Primary Assembly	276	na
contig16092_2	unplaced-scaffold	na	na	AFGN01004964.1	<>	na	Primary Assembly	257	na
contig16109_1	unplaced-scaffold	na	na	AFGN01004965.1	<>	na	Primary Assembly	46514	na
contig16109_2	unplaced-scaffold	na	na	AFGN01004966.1	<>	na	Primary Assembly	17355	na
contig16109_3	unplaced-scaffold	na	na	AFGN01004967.1	<>	na	Primary Assembly	581	na
contig16116_2	unplaced-scaffold	na	na	AFGN01004968.1	<>	na	Primary Assembly	1044	na
contig16118_1	unplaced-scaffold	na	na	AFGN01004969.1	<>	na	Primary Assembly	295	na
contig16118_2	unplaced-scaffold	na	na	AFGN01004970.1	<>	na	Primary Assembly	219	na
contig16120	unplaced-scaffold	na	na	AFGN01004971.1	<>	na	Primary Assembly	318	na
contig16131	unplaced-scaffold	na	na	AFGN01004972.1	<>	na	Primary Assembly	382	na
contig16132_1	unplaced-scaffold	na	na	AFGN01004973.1	<>	na	Primary Assembly	215	na
contig16133	unplaced-scaffold	na	na	AFGN01004974.1	<>	na	Primary Assembly	5347	na
contig16136_1	unplaced-scaffold	na	na	AFGN01004975.1	<>	na	Primary Assembly	266	na
contig16136_2	unplaced-scaffold	na	na	AFGN01004976.1	<>	na	Primary Assembly	4467	na
contig16136_3	unplaced-scaffold	na	na	AFGN01004977.1	<>	na	Primary Assembly	2273	na
contig16137	unplaced-scaffold	na	na	AFGN01004978.1	<>	na	Primary Assembly	200	na
contig16139_1	unplaced-scaffold	na	na	AFGN01004979.1	<>	na	Primary Assembly	17524	na
contig16139_2	unplaced-scaffold	na	na	AFGN01004980.1	<>	na	Primary Assembly	348	na
contig16139_3	unplaced-scaffold	na	na	AFGN01004981.1	<>	na	Primary Assembly	297	na
contig16147_1	unplaced-scaffold	na	na	AFGN01004982.1	<>	na	Primary Assembly	3285	na
contig16147_2	unplaced-scaffold	na	na	AFGN01004983.1	<>	na	Primary Assembly	204	na
contig16147_3	unplaced-scaffold	na	na	AFGN01004984.1	<>	na	Primary Assembly	235	na
contig16147_4	unplaced-scaffold	na	na	AFGN01004985.1	<>	na	Primary Assembly	32385	na
contig16157_2	unplaced-scaffold	na	na	AFGN01004986.1	<>	na	Primary Assembly	741	na
contig16157_3	unplaced-scaffold	na	na	AFGN01004987.1	<>	na	Primary Assembly	3301	na
contig16162	unplaced-scaffold	na	na	AFGN01004988.1	<>	na	Primary Assembly	216	na
contig16196	unplaced-scaffold	na	na	AFGN01004989.1	<>	na	Primary Assembly	206	na
contig16205	unplaced-scaffold	na	na	AFGN01004990.1	<>	na	Primary Assembly	698	na
contig16214	unplaced-scaffold	na	na	AFGN01004991.1	<>	na	Primary Assembly	960	na
contig16217	unplaced-scaffold	na	na	AFGN01004992.1	<>	na	Primary Assembly	341	na
contig16223_1	unplaced-scaffold	na	na	AFGN01004993.1	<>	na	Primary Assembly	470	na
contig16223_2	unplaced-scaffold	na	na	AFGN01004994.1	<>	na	Primary Assembly	10747	na
contig16227	unplaced-scaffold	na	na	AFGN01004995.1	<>	na	Primary Assembly	423	na
contig16232	unplaced-scaffold	na	na	AFGN01004996.1	<>	na	Primary Assembly	222	na
contig16233_1	unplaced-scaffold	na	na	AFGN01004997.1	<>	na	Primary Assembly	262	na
contig16233_2	unplaced-scaffold	na	na	AFGN01004998.1	<>	na	Primary Assembly	396	na
contig16242_1	unplaced-scaffold	na	na	AFGN01004999.1	<>	na	Primary Assembly	364	na
contig16242_2	unplaced-scaffold	na	na	AFGN01005000.1	<>	na	Primary Assembly	2504	na
contig16248_1	unplaced-scaffold	na	na	AFGN01005001.1	<>	na	Primary Assembly	338	na
contig16248_2	unplaced-scaffold	na	na	AFGN01005002.1	<>	na	Primary Assembly	418	na
contig16248_3	unplaced-scaffold	na	na	AFGN01005003.1	<>	na	Primary Assembly	2080	na
contig16248_4	unplaced-scaffold	na	na	AFGN01005004.1	<>	na	Primary Assembly	659	na
contig16249	unplaced-scaffold	na	na	AFGN01005005.1	<>	na	Primary Assembly	282	na
contig16255_2	unplaced-scaffold	na	na	AFGN01005006.1	<>	na	Primary Assembly	606	na
contig16255_3	unplaced-scaffold	na	na	AFGN01005007.1	<>	na	Primary Assembly	6143	na
contig16262	unplaced-scaffold	na	na	AFGN01005008.1	<>	na	Primary Assembly	58514	na
contig16263_2	unplaced-scaffold	na	na	AFGN01005009.1	<>	na	Primary Assembly	11629	na
contig16266_3	unplaced-scaffold	na	na	AFGN01005010.1	<>	na	Primary Assembly	6966	na
contig16274	unplaced-scaffold	na	na	AFGN01005011.1	<>	na	Primary Assembly	536	na
contig16282	unplaced-scaffold	na	na	AFGN01005012.1	<>	na	Primary Assembly	1341	na
contig16285_1	unplaced-scaffold	na	na	AFGN01005013.1	<>	na	Primary Assembly	757	na
contig16285_2	unplaced-scaffold	na	na	AFGN01005014.1	<>	na	Primary Assembly	1059	na
contig16295_2	unplaced-scaffold	na	na	AFGN01005015.1	<>	na	Primary Assembly	2456	na
contig16299_1	unplaced-scaffold	na	na	AFGN01005016.1	<>	na	Primary Assembly	871	na
contig16299_3	unplaced-scaffold	na	na	AFGN01005017.1	<>	na	Primary Assembly	246	na
contig16308_1	unplaced-scaffold	na	na	AFGN01005018.1	<>	na	Primary Assembly	266	na
contig16308_2	unplaced-scaffold	na	na	AFGN01005019.1	<>	na	Primary Assembly	302	na
contig16308_3	unplaced-scaffold	na	na	AFGN01005020.1	<>	na	Primary Assembly	2130	na
contig16311_1	unplaced-scaffold	na	na	AFGN01005021.1	<>	na	Primary Assembly	327	na
contig16311_2	unplaced-scaffold	na	na	AFGN01005022.1	<>	na	Primary Assembly	524	na
contig16314_2	unplaced-scaffold	na	na	AFGN01005023.1	<>	na	Primary Assembly	3861	na
contig16320_1	unplaced-scaffold	na	na	AFGN01005024.1	<>	na	Primary Assembly	223	na
contig16320_2	unplaced-scaffold	na	na	AFGN01005025.1	<>	na	Primary Assembly	207	na
contig16329_1	unplaced-scaffold	na	na	AFGN01005026.1	<>	na	Primary Assembly	251	na
contig16329_2	unplaced-scaffold	na	na	AFGN01005027.1	<>	na	Primary Assembly	3676	na
contig16347_1	unplaced-scaffold	na	na	AFGN01005028.1	<>	na	Primary Assembly	294	na
contig16347_2	unplaced-scaffold	na	na	AFGN01005029.1	<>	na	Primary Assembly	590	na
contig16350	unplaced-scaffold	na	na	AFGN01005030.1	<>	na	Primary Assembly	594	na
contig16355_1	unplaced-scaffold	na	na	AFGN01005031.1	<>	na	Primary Assembly	211	na
contig16355_2	unplaced-scaffold	na	na	AFGN01005032.1	<>	na	Primary Assembly	2301	na
contig16356_2	unplaced-scaffold	na	na	AFGN01005033.1	<>	na	Primary Assembly	493	na
contig16377_1	unplaced-scaffold	na	na	AFGN01005034.1	<>	na	Primary Assembly	304	na
contig16377_2	unplaced-scaffold	na	na	AFGN01005035.1	<>	na	Primary Assembly	2996	na
contig16377_3	unplaced-scaffold	na	na	AFGN01005036.1	<>	na	Primary Assembly	4941	na
contig16379_1	unplaced-scaffold	na	na	AFGN01005037.1	<>	na	Primary Assembly	247	na
contig16379_2	unplaced-scaffold	na	na	AFGN01005038.1	<>	na	Primary Assembly	311	na
contig16379_3	unplaced-scaffold	na	na	AFGN01005039.1	<>	na	Primary Assembly	546	na
contig16384_1	unplaced-scaffold	na	na	AFGN01005040.1	<>	na	Primary Assembly	379	na
contig16396	unplaced-scaffold	na	na	AFGN01005041.1	<>	na	Primary Assembly	9002	na
contig16420_1	unplaced-scaffold	na	na	AFGN01005042.1	<>	na	Primary Assembly	1249	na
contig16426_2	unplaced-scaffold	na	na	AFGN01005043.1	<>	na	Primary Assembly	11266	na
contig16428	unplaced-scaffold	na	na	AFGN01005044.1	<>	na	Primary Assembly	585	na
contig16429	unplaced-scaffold	na	na	AFGN01005045.1	<>	na	Primary Assembly	874	na
contig16430_1	unplaced-scaffold	na	na	AFGN01005046.1	<>	na	Primary Assembly	206	na
contig16438_1	unplaced-scaffold	na	na	AFGN01005047.1	<>	na	Primary Assembly	287	na
contig16438_2	unplaced-scaffold	na	na	AFGN01005048.1	<>	na	Primary Assembly	342	na
contig16445_1	unplaced-scaffold	na	na	AFGN01005049.1	<>	na	Primary Assembly	266	na
contig16445_2	unplaced-scaffold	na	na	AFGN01005050.1	<>	na	Primary Assembly	1121	na
contig16451_1	unplaced-scaffold	na	na	AFGN01005051.1	<>	na	Primary Assembly	2737	na
contig16451_2	unplaced-scaffold	na	na	AFGN01005052.1	<>	na	Primary Assembly	3288	na
contig16451_3	unplaced-scaffold	na	na	AFGN01005053.1	<>	na	Primary Assembly	505	na
contig16451_4	unplaced-scaffold	na	na	AFGN01005054.1	<>	na	Primary Assembly	380	na
contig16451_5	unplaced-scaffold	na	na	AFGN01005055.1	<>	na	Primary Assembly	3675	na
contig16451_6	unplaced-scaffold	na	na	AFGN01005056.1	<>	na	Primary Assembly	593	na
contig16451_7	unplaced-scaffold	na	na	AFGN01005057.1	<>	na	Primary Assembly	983	na
contig16460_2	unplaced-scaffold	na	na	AFGN01005058.1	<>	na	Primary Assembly	217	na
contig16471_1	unplaced-scaffold	na	na	AFGN01005059.1	<>	na	Primary Assembly	724	na
contig16479_1	unplaced-scaffold	na	na	AFGN01005060.1	<>	na	Primary Assembly	323	na
contig16479_2	unplaced-scaffold	na	na	AFGN01005061.1	<>	na	Primary Assembly	338	na
contig16480	unplaced-scaffold	na	na	AFGN01005062.1	<>	na	Primary Assembly	703	na
contig16487_2	unplaced-scaffold	na	na	AFGN01005063.1	<>	na	Primary Assembly	291	na
contig16489_1	unplaced-scaffold	na	na	AFGN01005064.1	<>	na	Primary Assembly	229	na
contig16489_2	unplaced-scaffold	na	na	AFGN01005065.1	<>	na	Primary Assembly	838	na
contig16490_2	unplaced-scaffold	na	na	AFGN01005066.1	<>	na	Primary Assembly	624	na
contig16494_1	unplaced-scaffold	na	na	AFGN01005067.1	<>	na	Primary Assembly	2834	na
contig16494_2	unplaced-scaffold	na	na	AFGN01005068.1	<>	na	Primary Assembly	203	na
contig16496_2	unplaced-scaffold	na	na	AFGN01005069.1	<>	na	Primary Assembly	2257	na
contig16497	unplaced-scaffold	na	na	AFGN01005070.1	<>	na	Primary Assembly	444	na
contig16500_1	unplaced-scaffold	na	na	AFGN01005071.1	<>	na	Primary Assembly	686	na
contig16500_2	unplaced-scaffold	na	na	AFGN01005072.1	<>	na	Primary Assembly	2861	na
contig16501	unplaced-scaffold	na	na	AFGN01005073.1	<>	na	Primary Assembly	234	na
contig16504_1	unplaced-scaffold	na	na	AFGN01005074.1	<>	na	Primary Assembly	1065	na
contig16504_2	unplaced-scaffold	na	na	AFGN01005075.1	<>	na	Primary Assembly	331	na
contig16504_3	unplaced-scaffold	na	na	AFGN01005076.1	<>	na	Primary Assembly	748	na
contig16521	unplaced-scaffold	na	na	AFGN01005077.1	<>	na	Primary Assembly	428	na
contig16527_1	unplaced-scaffold	na	na	AFGN01005078.1	<>	na	Primary Assembly	681	na
contig16527_3	unplaced-scaffold	na	na	AFGN01005079.1	<>	na	Primary Assembly	256	na
contig16535_1	unplaced-scaffold	na	na	AFGN01005080.1	<>	na	Primary Assembly	276	na
contig16535_2	unplaced-scaffold	na	na	AFGN01005081.1	<>	na	Primary Assembly	861	na
contig16542_2	unplaced-scaffold	na	na	AFGN01005082.1	<>	na	Primary Assembly	386	na
contig16546	unplaced-scaffold	na	na	AFGN01005083.1	<>	na	Primary Assembly	658	na
contig16555_1	unplaced-scaffold	na	na	AFGN01005084.1	<>	na	Primary Assembly	1653	na
contig16555_2	unplaced-scaffold	na	na	AFGN01005085.1	<>	na	Primary Assembly	4847	na
contig16555_3	unplaced-scaffold	na	na	AFGN01005086.1	<>	na	Primary Assembly	2343	na
contig16555_4	unplaced-scaffold	na	na	AFGN01005087.1	<>	na	Primary Assembly	2694	na
contig16555_5	unplaced-scaffold	na	na	AFGN01005088.1	<>	na	Primary Assembly	5010	na
contig16555_6	unplaced-scaffold	na	na	AFGN01005089.1	<>	na	Primary Assembly	31904	na
contig16566_1	unplaced-scaffold	na	na	AFGN01005090.1	<>	na	Primary Assembly	296	na
contig16566_2	unplaced-scaffold	na	na	AFGN01005091.1	<>	na	Primary Assembly	3893	na
contig16580	unplaced-scaffold	na	na	AFGN01005092.1	<>	na	Primary Assembly	365	na
contig16587	unplaced-scaffold	na	na	AFGN01005093.1	<>	na	Primary Assembly	386	na
contig16588	unplaced-scaffold	na	na	AFGN01005094.1	<>	na	Primary Assembly	249	na
contig16597_2	unplaced-scaffold	na	na	AFGN01005095.1	<>	na	Primary Assembly	521	na
contig16598_1	unplaced-scaffold	na	na	AFGN01005096.1	<>	na	Primary Assembly	3223	na
contig16618_1	unplaced-scaffold	na	na	AFGN01005097.1	<>	na	Primary Assembly	262	na
contig16618_2	unplaced-scaffold	na	na	AFGN01005098.1	<>	na	Primary Assembly	1210	na
contig16624	unplaced-scaffold	na	na	AFGN01005099.1	<>	na	Primary Assembly	235	na
contig16630_1	unplaced-scaffold	na	na	AFGN01005100.1	<>	na	Primary Assembly	200	na
contig16632_1	unplaced-scaffold	na	na	AFGN01005101.1	<>	na	Primary Assembly	2481	na
contig16632_2	unplaced-scaffold	na	na	AFGN01005102.1	<>	na	Primary Assembly	306	na
contig16641	unplaced-scaffold	na	na	AFGN01005103.1	<>	na	Primary Assembly	346	na
contig16643_2	unplaced-scaffold	na	na	AFGN01005104.1	<>	na	Primary Assembly	10848	na
contig16649	unplaced-scaffold	na	na	AFGN01005105.1	<>	na	Primary Assembly	218	na
contig16652	unplaced-scaffold	na	na	AFGN01005106.1	<>	na	Primary Assembly	221	na
contig16665_1	unplaced-scaffold	na	na	AFGN01005107.1	<>	na	Primary Assembly	8658	na
contig16665_2	unplaced-scaffold	na	na	AFGN01005108.1	<>	na	Primary Assembly	1105	na
contig16665_3	unplaced-scaffold	na	na	AFGN01005109.1	<>	na	Primary Assembly	321	na
contig16666_1	unplaced-scaffold	na	na	AFGN01005110.1	<>	na	Primary Assembly	210	na
contig16666_2	unplaced-scaffold	na	na	AFGN01005111.1	<>	na	Primary Assembly	272	na
contig16668	unplaced-scaffold	na	na	AFGN01005112.1	<>	na	Primary Assembly	516	na
contig16678_1	unplaced-scaffold	na	na	AFGN01005113.1	<>	na	Primary Assembly	2148	na
contig16678_4	unplaced-scaffold	na	na	AFGN01005114.1	<>	na	Primary Assembly	578	na
contig16680_1	unplaced-scaffold	na	na	AFGN01005115.1	<>	na	Primary Assembly	908	na
contig16680_2	unplaced-scaffold	na	na	AFGN01005116.1	<>	na	Primary Assembly	3062	na
contig16680_3	unplaced-scaffold	na	na	AFGN01005117.1	<>	na	Primary Assembly	788	na
contig16680_4	unplaced-scaffold	na	na	AFGN01005118.1	<>	na	Primary Assembly	287	na
contig16680_5	unplaced-scaffold	na	na	AFGN01005119.1	<>	na	Primary Assembly	715	na
contig16683_1	unplaced-scaffold	na	na	AFGN01005120.1	<>	na	Primary Assembly	224	na
contig16683_2	unplaced-scaffold	na	na	AFGN01005121.1	<>	na	Primary Assembly	1440	na
contig16687	unplaced-scaffold	na	na	AFGN01005122.1	<>	na	Primary Assembly	20834	na
contig16691_1	unplaced-scaffold	na	na	AFGN01005123.1	<>	na	Primary Assembly	315	na
contig16691_3	unplaced-scaffold	na	na	AFGN01005124.1	<>	na	Primary Assembly	3481	na
contig16693_2	unplaced-scaffold	na	na	AFGN01005125.1	<>	na	Primary Assembly	1687	na
contig16695_1	unplaced-scaffold	na	na	AFGN01005126.1	<>	na	Primary Assembly	241	na
contig16695_2	unplaced-scaffold	na	na	AFGN01005127.1	<>	na	Primary Assembly	2964	na
contig16697_2	unplaced-scaffold	na	na	AFGN01005128.1	<>	na	Primary Assembly	6723	na
contig16697_3	unplaced-scaffold	na	na	AFGN01005129.1	<>	na	Primary Assembly	2429	na
contig16702	unplaced-scaffold	na	na	AFGN01005130.1	<>	na	Primary Assembly	652	na
contig16703_1	unplaced-scaffold	na	na	AFGN01005131.1	<>	na	Primary Assembly	215	na
contig16703_2	unplaced-scaffold	na	na	AFGN01005132.1	<>	na	Primary Assembly	209	na
contig16707	unplaced-scaffold	na	na	AFGN01005133.1	<>	na	Primary Assembly	776	na
contig16712_1	unplaced-scaffold	na	na	AFGN01005134.1	<>	na	Primary Assembly	675	na
contig16712_2	unplaced-scaffold	na	na	AFGN01005135.1	<>	na	Primary Assembly	1717	na
contig16713	unplaced-scaffold	na	na	AFGN01005136.1	<>	na	Primary Assembly	279	na
contig16717_2	unplaced-scaffold	na	na	AFGN01005137.1	<>	na	Primary Assembly	2254	na
contig16723_1	unplaced-scaffold	na	na	AFGN01005138.1	<>	na	Primary Assembly	241	na
contig16723_2	unplaced-scaffold	na	na	AFGN01005139.1	<>	na	Primary Assembly	1058	na
contig16726	unplaced-scaffold	na	na	AFGN01005140.1	<>	na	Primary Assembly	687	na
contig16728	unplaced-scaffold	na	na	AFGN01005141.1	<>	na	Primary Assembly	238	na
contig16734	unplaced-scaffold	na	na	AFGN01005142.1	<>	na	Primary Assembly	420	na
contig16737_1	unplaced-scaffold	na	na	AFGN01005143.1	<>	na	Primary Assembly	2649	na
contig16737_2	unplaced-scaffold	na	na	AFGN01005144.1	<>	na	Primary Assembly	381	na
contig16742	unplaced-scaffold	na	na	AFGN01005145.1	<>	na	Primary Assembly	209	na
contig16787	unplaced-scaffold	na	na	AFGN01005146.1	<>	na	Primary Assembly	5975	na
contig16791_1	unplaced-scaffold	na	na	AFGN01005147.1	<>	na	Primary Assembly	246	na
contig16791_2	unplaced-scaffold	na	na	AFGN01005148.1	<>	na	Primary Assembly	208	na
contig16791_3	unplaced-scaffold	na	na	AFGN01005149.1	<>	na	Primary Assembly	588	na
contig16791_4	unplaced-scaffold	na	na	AFGN01005150.1	<>	na	Primary Assembly	11002	na
contig16793_1	unplaced-scaffold	na	na	AFGN01005151.1	<>	na	Primary Assembly	390	na
contig16800_1	unplaced-scaffold	na	na	AFGN01005152.1	<>	na	Primary Assembly	2787	na
contig16801	unplaced-scaffold	na	na	AFGN01005153.1	<>	na	Primary Assembly	740	na
contig16802	unplaced-scaffold	na	na	AFGN01005154.1	<>	na	Primary Assembly	384	na
contig16804	unplaced-scaffold	na	na	AFGN01005155.1	<>	na	Primary Assembly	516	na
contig16807_2	unplaced-scaffold	na	na	AFGN01005156.1	<>	na	Primary Assembly	5854	na
contig16811	unplaced-scaffold	na	na	AFGN01005157.1	<>	na	Primary Assembly	336	na
contig16829_1	unplaced-scaffold	na	na	AFGN01005158.1	<>	na	Primary Assembly	2572	na
contig16829_2	unplaced-scaffold	na	na	AFGN01005159.1	<>	na	Primary Assembly	850	na
contig16831_1	unplaced-scaffold	na	na	AFGN01005160.1	<>	na	Primary Assembly	308	na
contig16836_1	unplaced-scaffold	na	na	AFGN01005161.1	<>	na	Primary Assembly	416	na
contig16836_2	unplaced-scaffold	na	na	AFGN01005162.1	<>	na	Primary Assembly	3742	na
contig16846	unplaced-scaffold	na	na	AFGN01005163.1	<>	na	Primary Assembly	217	na
contig16854	unplaced-scaffold	na	na	AFGN01005164.1	<>	na	Primary Assembly	576	na
contig16858_1	unplaced-scaffold	na	na	AFGN01005165.1	<>	na	Primary Assembly	796	na
