# Assembly name:  ASM24072v1
# Organism name:  Nannochloropsis gaditana CCMP526 (eukaryotes)
# Infraspecific name:  strain=CCMP526
# Taxid:          1093141
# BioSample:      SAMN02981382
# BioProject:     PRJNA73791
# Submitter:      Colorado School of Mines
# Date:           2012-01-04
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AGNI01
# Assembly method: Newbler v. 2.3; Velvet v. 1.0.19
# Genome coverage: 230x
# Sequencing technology: 454 GS FLX Titanium; Illumina GA IIx
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000240725.1
# RefSeq assembly accession: GCF_000240725.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000240735.1	GCF_000240735.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold775	unplaced-scaffold	na	na	JH471336.1	=	NW_005803178.1	Primary Assembly	13341	na
scaffold776	unplaced-scaffold	na	na	JH471337.1	=	NW_005803177.1	Primary Assembly	13302	na
scaffold777	unplaced-scaffold	na	na	JH471338.1	=	NW_005803176.1	Primary Assembly	13296	na
scaffold778	unplaced-scaffold	na	na	JH471339.1	=	NW_005803175.1	Primary Assembly	13282	na
scaffold779	unplaced-scaffold	na	na	JH471340.1	=	NW_005803174.1	Primary Assembly	13251	na
scaffold780	unplaced-scaffold	na	na	JH471341.1	=	NW_005803173.1	Primary Assembly	13215	na
scaffold781	unplaced-scaffold	na	na	JH471342.1	=	NW_005803172.1	Primary Assembly	13186	na
scaffold782	unplaced-scaffold	na	na	JH471343.1	=	NW_005803171.1	Primary Assembly	13151	na
scaffold783	unplaced-scaffold	na	na	JH471344.1	=	NW_005803170.1	Primary Assembly	13116	na
scaffold784	unplaced-scaffold	na	na	JH471345.1	=	NW_005803169.1	Primary Assembly	13090	na
scaffold785	unplaced-scaffold	na	na	JH471346.1	=	NW_005803168.1	Primary Assembly	13076	na
scaffold786	unplaced-scaffold	na	na	JH471347.1	=	NW_005803167.1	Primary Assembly	13069	na
scaffold787	unplaced-scaffold	na	na	JH471348.1	=	NW_005803166.1	Primary Assembly	13056	na
scaffold788	unplaced-scaffold	na	na	JH471349.1	=	NW_005803165.1	Primary Assembly	13037	na
scaffold789	unplaced-scaffold	na	na	JH471350.1	=	NW_005803164.1	Primary Assembly	13029	na
scaffold790	unplaced-scaffold	na	na	JH471351.1	=	NW_005803163.1	Primary Assembly	12997	na
scaffold791	unplaced-scaffold	na	na	JH471352.1	=	NW_005803162.1	Primary Assembly	12954	na
scaffold792	unplaced-scaffold	na	na	JH471353.1	=	NW_005803161.1	Primary Assembly	12937	na
scaffold793	unplaced-scaffold	na	na	JH471354.1	=	NW_005803160.1	Primary Assembly	12928	na
scaffold794	unplaced-scaffold	na	na	JH471355.1	=	NW_005803159.1	Primary Assembly	12909	na
scaffold795	unplaced-scaffold	na	na	JH471356.1	=	NW_005803158.1	Primary Assembly	12885	na
scaffold796	unplaced-scaffold	na	na	JH471357.1	=	NW_005803157.1	Primary Assembly	12825	na
scaffold797	unplaced-scaffold	na	na	JH471358.1	=	NW_005803156.1	Primary Assembly	12822	na
scaffold798	unplaced-scaffold	na	na	JH471359.1	=	NW_005803155.1	Primary Assembly	12761	na
scaffold799	unplaced-scaffold	na	na	JH471360.1	=	NW_005803154.1	Primary Assembly	12753	na
scaffold800	unplaced-scaffold	na	na	JH471361.1	=	NW_005803153.1	Primary Assembly	12700	na
scaffold801	unplaced-scaffold	na	na	JH471362.1	=	NW_005803152.1	Primary Assembly	12680	na
scaffold802	unplaced-scaffold	na	na	JH471363.1	=	NW_005803151.1	Primary Assembly	12589	na
scaffold803	unplaced-scaffold	na	na	JH471364.1	=	NW_005803150.1	Primary Assembly	12587	na
scaffold804	unplaced-scaffold	na	na	JH471365.1	=	NW_005803149.1	Primary Assembly	12585	na
scaffold805	unplaced-scaffold	na	na	JH471366.1	=	NW_005803148.1	Primary Assembly	12556	na
scaffold806	unplaced-scaffold	na	na	JH471367.1	=	NW_005803147.1	Primary Assembly	12536	na
scaffold807	unplaced-scaffold	na	na	JH471368.1	=	NW_005803146.1	Primary Assembly	12536	na
scaffold808	unplaced-scaffold	na	na	JH471369.1	=	NW_005803145.1	Primary Assembly	12535	na
scaffold809	unplaced-scaffold	na	na	JH471370.1	=	NW_005803144.1	Primary Assembly	12511	na
scaffold810	unplaced-scaffold	na	na	JH471371.1	=	NW_005803143.1	Primary Assembly	12493	na
scaffold811	unplaced-scaffold	na	na	JH471372.1	=	NW_005803142.1	Primary Assembly	12484	na
scaffold812	unplaced-scaffold	na	na	JH471373.1	=	NW_005803141.1	Primary Assembly	12476	na
scaffold813	unplaced-scaffold	na	na	JH471374.1	=	NW_005803140.1	Primary Assembly	12435	na
scaffold814	unplaced-scaffold	na	na	JH471375.1	=	NW_005803139.1	Primary Assembly	12341	na
scaffold815	unplaced-scaffold	na	na	JH471376.1	=	NW_005803138.1	Primary Assembly	12335	na
scaffold816	unplaced-scaffold	na	na	JH471377.1	=	NW_005803137.1	Primary Assembly	12331	na
scaffold817	unplaced-scaffold	na	na	JH471378.1	=	NW_005803136.1	Primary Assembly	12275	na
scaffold818	unplaced-scaffold	na	na	JH471379.1	=	NW_005803135.1	Primary Assembly	12270	na
scaffold819	unplaced-scaffold	na	na	JH471380.1	=	NW_005803134.1	Primary Assembly	12183	na
scaffold820	unplaced-scaffold	na	na	JH471381.1	=	NW_005803133.1	Primary Assembly	12154	na
scaffold821	unplaced-scaffold	na	na	JH471382.1	=	NW_005803132.1	Primary Assembly	12143	na
scaffold822	unplaced-scaffold	na	na	JH471383.1	=	NW_005803131.1	Primary Assembly	12133	na
scaffold823	unplaced-scaffold	na	na	JH471384.1	=	NW_005803130.1	Primary Assembly	12100	na
scaffold824	unplaced-scaffold	na	na	JH471385.1	=	NW_005803129.1	Primary Assembly	12064	na
scaffold825	unplaced-scaffold	na	na	JH471386.1	=	NW_005803128.1	Primary Assembly	12025	na
scaffold826	unplaced-scaffold	na	na	JH471387.1	=	NW_005803127.1	Primary Assembly	12014	na
scaffold827	unplaced-scaffold	na	na	JH471388.1	=	NW_005803126.1	Primary Assembly	11965	na
scaffold828	unplaced-scaffold	na	na	JH471389.1	=	NW_005803125.1	Primary Assembly	11950	na
scaffold829	unplaced-scaffold	na	na	JH471390.1	=	NW_005803124.1	Primary Assembly	11909	na
scaffold830	unplaced-scaffold	na	na	JH471391.1	=	NW_005803123.1	Primary Assembly	11813	na
scaffold831	unplaced-scaffold	na	na	JH471392.1	=	NW_005803122.1	Primary Assembly	11810	na
scaffold832	unplaced-scaffold	na	na	JH471393.1	=	NW_005803121.1	Primary Assembly	11809	na
scaffold833	unplaced-scaffold	na	na	JH471394.1	=	NW_005803120.1	Primary Assembly	11806	na
scaffold834	unplaced-scaffold	na	na	JH471395.1	=	NW_005803119.1	Primary Assembly	11790	na
scaffold835	unplaced-scaffold	na	na	JH471396.1	=	NW_005803118.1	Primary Assembly	11788	na
scaffold836	unplaced-scaffold	na	na	JH471397.1	=	NW_005803117.1	Primary Assembly	11766	na
scaffold837	unplaced-scaffold	na	na	JH471398.1	=	NW_005803116.1	Primary Assembly	11765	na
scaffold838	unplaced-scaffold	na	na	JH471399.1	=	NW_005803115.1	Primary Assembly	11744	na
scaffold839	unplaced-scaffold	na	na	JH471400.1	=	NW_005803114.1	Primary Assembly	11741	na
scaffold840	unplaced-scaffold	na	na	JH471401.1	=	NW_005803113.1	Primary Assembly	11675	na
scaffold841	unplaced-scaffold	na	na	JH471402.1	=	NW_005803112.1	Primary Assembly	11667	na
scaffold842	unplaced-scaffold	na	na	JH471403.1	=	NW_005803111.1	Primary Assembly	11592	na
scaffold843	unplaced-scaffold	na	na	JH471404.1	=	NW_005803110.1	Primary Assembly	11542	na
scaffold844	unplaced-scaffold	na	na	JH471405.1	=	NW_005803109.1	Primary Assembly	11537	na
scaffold845	unplaced-scaffold	na	na	JH471406.1	=	NW_005803108.1	Primary Assembly	11533	na
scaffold846	unplaced-scaffold	na	na	JH471407.1	=	NW_005803107.1	Primary Assembly	11523	na
scaffold847	unplaced-scaffold	na	na	JH471408.1	=	NW_005803106.1	Primary Assembly	11490	na
scaffold848	unplaced-scaffold	na	na	JH471409.1	=	NW_005803105.1	Primary Assembly	11468	na
scaffold849	unplaced-scaffold	na	na	JH471410.1	=	NW_005803104.1	Primary Assembly	11454	na
scaffold850	unplaced-scaffold	na	na	JH471411.1	=	NW_005803103.1	Primary Assembly	11450	na
scaffold851	unplaced-scaffold	na	na	JH471412.1	=	NW_005803102.1	Primary Assembly	11431	na
scaffold852	unplaced-scaffold	na	na	JH471413.1	=	NW_005803101.1	Primary Assembly	11418	na
scaffold853	unplaced-scaffold	na	na	JH471414.1	=	NW_005803100.1	Primary Assembly	11361	na
scaffold854	unplaced-scaffold	na	na	JH471415.1	=	NW_005803099.1	Primary Assembly	11346	na
scaffold855	unplaced-scaffold	na	na	JH471416.1	=	NW_005803098.1	Primary Assembly	11335	na
scaffold856	unplaced-scaffold	na	na	JH471417.1	=	NW_005803097.1	Primary Assembly	11319	na
scaffold857	unplaced-scaffold	na	na	JH471418.1	=	NW_005803096.1	Primary Assembly	11300	na
scaffold858	unplaced-scaffold	na	na	JH471419.1	=	NW_005803095.1	Primary Assembly	11297	na
scaffold859	unplaced-scaffold	na	na	JH471420.1	=	NW_005803094.1	Primary Assembly	11289	na
scaffold860	unplaced-scaffold	na	na	JH471421.1	=	NW_005803093.1	Primary Assembly	11276	na
scaffold861	unplaced-scaffold	na	na	JH471422.1	=	NW_005803092.1	Primary Assembly	11256	na
scaffold862	unplaced-scaffold	na	na	JH471423.1	=	NW_005803091.1	Primary Assembly	11254	na
scaffold863	unplaced-scaffold	na	na	JH471424.1	=	NW_005803090.1	Primary Assembly	11240	na
scaffold864	unplaced-scaffold	na	na	JH471425.1	=	NW_005803089.1	Primary Assembly	11187	na
scaffold865	unplaced-scaffold	na	na	JH471426.1	=	NW_005803088.1	Primary Assembly	11177	na
scaffold866	unplaced-scaffold	na	na	JH471427.1	=	NW_005803087.1	Primary Assembly	11142	na
scaffold867	unplaced-scaffold	na	na	JH471428.1	=	NW_005803086.1	Primary Assembly	11134	na
scaffold868	unplaced-scaffold	na	na	JH471429.1	=	NW_005803085.1	Primary Assembly	11131	na
scaffold869	unplaced-scaffold	na	na	JH471430.1	=	NW_005803084.1	Primary Assembly	11122	na
scaffold870	unplaced-scaffold	na	na	JH471431.1	=	NW_005803083.1	Primary Assembly	11108	na
scaffold871	unplaced-scaffold	na	na	JH471432.1	=	NW_005803082.1	Primary Assembly	11091	na
scaffold872	unplaced-scaffold	na	na	JH471433.1	=	NW_005803081.1	Primary Assembly	11089	na
scaffold873	unplaced-scaffold	na	na	JH471434.1	=	NW_005803080.1	Primary Assembly	11053	na
scaffold874	unplaced-scaffold	na	na	JH471435.1	=	NW_005803079.1	Primary Assembly	11041	na
scaffold875	unplaced-scaffold	na	na	JH471436.1	=	NW_005803078.1	Primary Assembly	11019	na
scaffold876	unplaced-scaffold	na	na	JH471437.1	=	NW_005803077.1	Primary Assembly	10980	na
scaffold877	unplaced-scaffold	na	na	JH471438.1	=	NW_005803076.1	Primary Assembly	10973	na
scaffold878	unplaced-scaffold	na	na	JH471439.1	=	NW_005803075.1	Primary Assembly	10942	na
scaffold879	unplaced-scaffold	na	na	JH471440.1	=	NW_005803074.1	Primary Assembly	10921	na
scaffold880	unplaced-scaffold	na	na	JH471441.1	=	NW_005803073.1	Primary Assembly	10909	na
scaffold881	unplaced-scaffold	na	na	JH471442.1	=	NW_005803072.1	Primary Assembly	10901	na
scaffold882	unplaced-scaffold	na	na	JH471443.1	=	NW_005803071.1	Primary Assembly	10897	na
scaffold883	unplaced-scaffold	na	na	JH471444.1	=	NW_005803070.1	Primary Assembly	10884	na
scaffold884	unplaced-scaffold	na	na	JH471445.1	=	NW_005803069.1	Primary Assembly	10871	na
scaffold885	unplaced-scaffold	na	na	JH471446.1	=	NW_005803068.1	Primary Assembly	10863	na
scaffold886	unplaced-scaffold	na	na	JH471447.1	=	NW_005803067.1	Primary Assembly	10848	na
scaffold887	unplaced-scaffold	na	na	JH471448.1	=	NW_005803066.1	Primary Assembly	10802	na
scaffold888	unplaced-scaffold	na	na	JH471449.1	=	NW_005803065.1	Primary Assembly	10799	na
scaffold889	unplaced-scaffold	na	na	JH471450.1	=	NW_005803064.1	Primary Assembly	10772	na
scaffold890	unplaced-scaffold	na	na	JH471451.1	=	NW_005803063.1	Primary Assembly	10770	na
scaffold891	unplaced-scaffold	na	na	JH471452.1	=	NW_005803062.1	Primary Assembly	10767	na
scaffold892	unplaced-scaffold	na	na	JH471453.1	=	NW_005803061.1	Primary Assembly	10718	na
scaffold893	unplaced-scaffold	na	na	JH471454.1	=	NW_005803060.1	Primary Assembly	10700	na
scaffold894	unplaced-scaffold	na	na	JH471455.1	=	NW_005803059.1	Primary Assembly	10693	na
scaffold895	unplaced-scaffold	na	na	JH471456.1	=	NW_005803058.1	Primary Assembly	10677	na
scaffold896	unplaced-scaffold	na	na	JH471457.1	=	NW_005803057.1	Primary Assembly	10674	na
scaffold897	unplaced-scaffold	na	na	JH471458.1	=	NW_005803056.1	Primary Assembly	10667	na
scaffold898	unplaced-scaffold	na	na	JH471459.1	=	NW_005803055.1	Primary Assembly	10659	na
scaffold899	unplaced-scaffold	na	na	JH471460.1	=	NW_005803054.1	Primary Assembly	10654	na
scaffold900	unplaced-scaffold	na	na	JH471461.1	=	NW_005803053.1	Primary Assembly	10652	na
scaffold901	unplaced-scaffold	na	na	JH471462.1	=	NW_005803052.1	Primary Assembly	10642	na
scaffold902	unplaced-scaffold	na	na	JH471463.1	=	NW_005803051.1	Primary Assembly	10632	na
scaffold903	unplaced-scaffold	na	na	JH471464.1	=	NW_005803050.1	Primary Assembly	10626	na
scaffold904	unplaced-scaffold	na	na	JH471465.1	=	NW_005803049.1	Primary Assembly	10573	na
scaffold905	unplaced-scaffold	na	na	JH471466.1	=	NW_005803048.1	Primary Assembly	10570	na
scaffold906	unplaced-scaffold	na	na	JH471467.1	=	NW_005803047.1	Primary Assembly	10560	na
scaffold907	unplaced-scaffold	na	na	JH471468.1	=	NW_005803046.1	Primary Assembly	10542	na
scaffold908	unplaced-scaffold	na	na	JH471469.1	=	NW_005803045.1	Primary Assembly	10542	na
scaffold909	unplaced-scaffold	na	na	JH471470.1	=	NW_005803044.1	Primary Assembly	10538	na
scaffold910	unplaced-scaffold	na	na	JH471471.1	=	NW_005803043.1	Primary Assembly	10508	na
scaffold911	unplaced-scaffold	na	na	JH471472.1	=	NW_005803042.1	Primary Assembly	10498	na
scaffold912	unplaced-scaffold	na	na	JH471473.1	=	NW_005803041.1	Primary Assembly	10488	na
scaffold913	unplaced-scaffold	na	na	JH471474.1	=	NW_005803040.1	Primary Assembly	10485	na
scaffold914	unplaced-scaffold	na	na	JH471475.1	=	NW_005803039.1	Primary Assembly	10470	na
scaffold915	unplaced-scaffold	na	na	JH471476.1	=	NW_005803038.1	Primary Assembly	10468	na
scaffold916	unplaced-scaffold	na	na	JH471477.1	=	NW_005803037.1	Primary Assembly	10468	na
scaffold917	unplaced-scaffold	na	na	JH471478.1	=	NW_005803036.1	Primary Assembly	10456	na
scaffold918	unplaced-scaffold	na	na	JH471479.1	=	NW_005803035.1	Primary Assembly	10448	na
scaffold919	unplaced-scaffold	na	na	JH471480.1	=	NW_005803034.1	Primary Assembly	10439	na
scaffold920	unplaced-scaffold	na	na	JH471481.1	=	NW_005803033.1	Primary Assembly	10434	na
scaffold921	unplaced-scaffold	na	na	JH471482.1	=	NW_005803032.1	Primary Assembly	10379	na
scaffold922	unplaced-scaffold	na	na	JH471483.1	=	NW_005803031.1	Primary Assembly	10356	na
scaffold923	unplaced-scaffold	na	na	JH471484.1	=	NW_005803030.1	Primary Assembly	10349	na
scaffold924	unplaced-scaffold	na	na	JH471485.1	=	NW_005803029.1	Primary Assembly	10330	na
scaffold925	unplaced-scaffold	na	na	JH471486.1	=	NW_005803028.1	Primary Assembly	10297	na
scaffold926	unplaced-scaffold	na	na	JH471487.1	=	NW_005803027.1	Primary Assembly	10255	na
scaffold927	unplaced-scaffold	na	na	JH471488.1	=	NW_005803026.1	Primary Assembly	10247	na
scaffold928	unplaced-scaffold	na	na	JH471489.1	=	NW_005803025.1	Primary Assembly	10214	na
scaffold929	unplaced-scaffold	na	na	JH471490.1	=	NW_005803024.1	Primary Assembly	10213	na
scaffold930	unplaced-scaffold	na	na	JH471491.1	=	NW_005803023.1	Primary Assembly	10184	na
scaffold931	unplaced-scaffold	na	na	JH471492.1	=	NW_005803022.1	Primary Assembly	10164	na
scaffold932	unplaced-scaffold	na	na	JH471493.1	=	NW_005803021.1	Primary Assembly	10161	na
scaffold933	unplaced-scaffold	na	na	JH471494.1	=	NW_005803020.1	Primary Assembly	10110	na
scaffold934	unplaced-scaffold	na	na	JH471495.1	=	NW_005803019.1	Primary Assembly	10053	na
scaffold935	unplaced-scaffold	na	na	JH471496.1	=	NW_005803018.1	Primary Assembly	10051	na
scaffold936	unplaced-scaffold	na	na	JH471497.1	=	NW_005803017.1	Primary Assembly	10051	na
scaffold937	unplaced-scaffold	na	na	JH471498.1	=	NW_005803016.1	Primary Assembly	10023	na
scaffold938	unplaced-scaffold	na	na	JH471499.1	=	NW_005803015.1	Primary Assembly	9976	na
scaffold939	unplaced-scaffold	na	na	JH471500.1	=	NW_005803014.1	Primary Assembly	9944	na
scaffold940	unplaced-scaffold	na	na	JH471501.1	=	NW_005803013.1	Primary Assembly	9923	na
scaffold941	unplaced-scaffold	na	na	JH471502.1	=	NW_005803012.1	Primary Assembly	9915	na
scaffold942	unplaced-scaffold	na	na	JH471503.1	=	NW_005803011.1	Primary Assembly	9913	na
scaffold943	unplaced-scaffold	na	na	JH471504.1	=	NW_005803010.1	Primary Assembly	9907	na
scaffold944	unplaced-scaffold	na	na	JH471505.1	=	NW_005803009.1	Primary Assembly	9892	na
scaffold945	unplaced-scaffold	na	na	JH471506.1	=	NW_005803008.1	Primary Assembly	9872	na
scaffold946	unplaced-scaffold	na	na	JH471507.1	=	NW_005803007.1	Primary Assembly	9855	na
scaffold947	unplaced-scaffold	na	na	JH471508.1	=	NW_005803006.1	Primary Assembly	9811	na
scaffold948	unplaced-scaffold	na	na	JH471509.1	=	NW_005803005.1	Primary Assembly	9799	na
scaffold949	unplaced-scaffold	na	na	JH471510.1	=	NW_005803004.1	Primary Assembly	9786	na
scaffold950	unplaced-scaffold	na	na	JH471511.1	=	NW_005803003.1	Primary Assembly	9743	na
scaffold951	unplaced-scaffold	na	na	JH471512.1	=	NW_005803002.1	Primary Assembly	9737	na
scaffold952	unplaced-scaffold	na	na	JH471513.1	=	NW_005803001.1	Primary Assembly	9731	na
scaffold953	unplaced-scaffold	na	na	JH471514.1	=	NW_005803000.1	Primary Assembly	9724	na
scaffold954	unplaced-scaffold	na	na	JH471515.1	=	NW_005802999.1	Primary Assembly	9703	na
scaffold955	unplaced-scaffold	na	na	JH471516.1	=	NW_005802998.1	Primary Assembly	9667	na
scaffold956	unplaced-scaffold	na	na	JH471517.1	=	NW_005802997.1	Primary Assembly	9638	na
scaffold957	unplaced-scaffold	na	na	JH471518.1	=	NW_005802996.1	Primary Assembly	9596	na
scaffold958	unplaced-scaffold	na	na	JH471519.1	=	NW_005802995.1	Primary Assembly	9557	na
scaffold959	unplaced-scaffold	na	na	JH471520.1	=	NW_005802994.1	Primary Assembly	7506	na
scaffold960	unplaced-scaffold	na	na	JH471521.1	=	NW_005802993.1	Primary Assembly	9511	na
scaffold961	unplaced-scaffold	na	na	JH471522.1	=	NW_005802992.1	Primary Assembly	9502	na
scaffold962	unplaced-scaffold	na	na	JH471523.1	=	NW_005802991.1	Primary Assembly	9493	na
scaffold963	unplaced-scaffold	na	na	JH471524.1	=	NW_005802990.1	Primary Assembly	9458	na
scaffold964	unplaced-scaffold	na	na	JH471525.1	=	NW_005802989.1	Primary Assembly	9439	na
scaffold965	unplaced-scaffold	na	na	JH471526.1	=	NW_005802988.1	Primary Assembly	9407	na
scaffold966	unplaced-scaffold	na	na	JH471527.1	=	NW_005802987.1	Primary Assembly	9403	na
scaffold967	unplaced-scaffold	na	na	JH471528.1	=	NW_005802986.1	Primary Assembly	9369	na
scaffold968	unplaced-scaffold	na	na	JH471529.1	=	NW_005802985.1	Primary Assembly	9361	na
scaffold969	unplaced-scaffold	na	na	JH471530.1	=	NW_005802984.1	Primary Assembly	9360	na
scaffold970	unplaced-scaffold	na	na	JH471531.1	=	NW_005802983.1	Primary Assembly	9337	na
scaffold971	unplaced-scaffold	na	na	JH471532.1	=	NW_005802982.1	Primary Assembly	9334	na
scaffold972	unplaced-scaffold	na	na	JH471533.1	=	NW_005802981.1	Primary Assembly	9330	na
scaffold973	unplaced-scaffold	na	na	JH471534.1	=	NW_005802980.1	Primary Assembly	9322	na
scaffold974	unplaced-scaffold	na	na	JH471535.1	=	NW_005802979.1	Primary Assembly	9302	na
scaffold975	unplaced-scaffold	na	na	JH471536.1	=	NW_005802978.1	Primary Assembly	9299	na
scaffold976	unplaced-scaffold	na	na	JH471537.1	=	NW_005802977.1	Primary Assembly	9297	na
scaffold977	unplaced-scaffold	na	na	JH471538.1	=	NW_005802976.1	Primary Assembly	9294	na
scaffold978	unplaced-scaffold	na	na	JH471539.1	=	NW_005802975.1	Primary Assembly	9274	na
scaffold979	unplaced-scaffold	na	na	JH471540.1	=	NW_005802974.1	Primary Assembly	9231	na
scaffold980	unplaced-scaffold	na	na	JH471541.1	=	NW_005802973.1	Primary Assembly	9225	na
scaffold981	unplaced-scaffold	na	na	JH471542.1	=	NW_005802972.1	Primary Assembly	9194	na
scaffold982	unplaced-scaffold	na	na	JH471543.1	=	NW_005802971.1	Primary Assembly	9177	na
scaffold983	unplaced-scaffold	na	na	JH471544.1	=	NW_005802970.1	Primary Assembly	9177	na
scaffold984	unplaced-scaffold	na	na	JH471545.1	=	NW_005802969.1	Primary Assembly	9147	na
scaffold985	unplaced-scaffold	na	na	JH471546.1	=	NW_005802968.1	Primary Assembly	9139	na
scaffold986	unplaced-scaffold	na	na	JH471547.1	=	NW_005802967.1	Primary Assembly	9125	na
scaffold987	unplaced-scaffold	na	na	JH471548.1	=	NW_005802966.1	Primary Assembly	9101	na
scaffold988	unplaced-scaffold	na	na	JH471549.1	=	NW_005802965.1	Primary Assembly	9035	na
scaffold989	unplaced-scaffold	na	na	JH471550.1	=	NW_005802964.1	Primary Assembly	9029	na
scaffold990	unplaced-scaffold	na	na	JH471551.1	=	NW_005802963.1	Primary Assembly	9028	na
scaffold991	unplaced-scaffold	na	na	JH471552.1	=	NW_005802962.1	Primary Assembly	9016	na
scaffold992	unplaced-scaffold	na	na	JH471553.1	=	NW_005802961.1	Primary Assembly	8994	na
scaffold993	unplaced-scaffold	na	na	JH471554.1	=	NW_005802960.1	Primary Assembly	8991	na
scaffold994	unplaced-scaffold	na	na	JH471555.1	=	NW_005802959.1	Primary Assembly	8983	na
scaffold995	unplaced-scaffold	na	na	JH471556.1	=	NW_005802958.1	Primary Assembly	8966	na
scaffold996	unplaced-scaffold	na	na	JH471557.1	=	NW_005802957.1	Primary Assembly	8951	na
scaffold997	unplaced-scaffold	na	na	JH471558.1	=	NW_005802956.1	Primary Assembly	8949	na
scaffold998	unplaced-scaffold	na	na	JH471559.1	=	NW_005802955.1	Primary Assembly	8936	na
scaffold999	unplaced-scaffold	na	na	JH471560.1	=	NW_005802954.1	Primary Assembly	8905	na
scaffold1000	unplaced-scaffold	na	na	JH471561.1	=	NW_005802953.1	Primary Assembly	8873	na
scaffold1001	unplaced-scaffold	na	na	JH471562.1	=	NW_005802952.1	Primary Assembly	8873	na
scaffold1002	unplaced-scaffold	na	na	JH471563.1	=	NW_005802951.1	Primary Assembly	8870	na
scaffold1003	unplaced-scaffold	na	na	JH471564.1	=	NW_005802950.1	Primary Assembly	8867	na
scaffold1004	unplaced-scaffold	na	na	JH471565.1	=	NW_005802949.1	Primary Assembly	8861	na
scaffold1005	unplaced-scaffold	na	na	JH471566.1	=	NW_005802948.1	Primary Assembly	8852	na
scaffold1006	unplaced-scaffold	na	na	JH471567.1	=	NW_005802947.1	Primary Assembly	8844	na
scaffold1007	unplaced-scaffold	na	na	JH471568.1	=	NW_005802946.1	Primary Assembly	8830	na
scaffold1008	unplaced-scaffold	na	na	JH471569.1	=	NW_005802945.1	Primary Assembly	8830	na
scaffold1009	unplaced-scaffold	na	na	JH471570.1	=	NW_005802944.1	Primary Assembly	8830	na
scaffold1010	unplaced-scaffold	na	na	JH471571.1	=	NW_005802943.1	Primary Assembly	8793	na
scaffold1011	unplaced-scaffold	na	na	JH471572.1	=	NW_005802942.1	Primary Assembly	8773	na
scaffold1012	unplaced-scaffold	na	na	JH471573.1	=	NW_005802941.1	Primary Assembly	8772	na
scaffold1013	unplaced-scaffold	na	na	JH471574.1	=	NW_005802940.1	Primary Assembly	8765	na
scaffold1014	unplaced-scaffold	na	na	JH471575.1	=	NW_005802939.1	Primary Assembly	8753	na
scaffold1015	unplaced-scaffold	na	na	JH471576.1	=	NW_005802938.1	Primary Assembly	8738	na
scaffold1016	unplaced-scaffold	na	na	JH471577.1	=	NW_005802937.1	Primary Assembly	8735	na
scaffold1017	unplaced-scaffold	na	na	JH471578.1	=	NW_005802936.1	Primary Assembly	8728	na
scaffold1018	unplaced-scaffold	na	na	JH471579.1	=	NW_005802935.1	Primary Assembly	8727	na
scaffold1019	unplaced-scaffold	na	na	JH471580.1	=	NW_005802934.1	Primary Assembly	8719	na
scaffold1020	unplaced-scaffold	na	na	JH471581.1	=	NW_005802933.1	Primary Assembly	8718	na
scaffold1021	unplaced-scaffold	na	na	JH471582.1	=	NW_005802932.1	Primary Assembly	8717	na
scaffold1022	unplaced-scaffold	na	na	JH471583.1	=	NW_005802931.1	Primary Assembly	8707	na
scaffold1023	unplaced-scaffold	na	na	JH471584.1	=	NW_005802930.1	Primary Assembly	8700	na
scaffold1024	unplaced-scaffold	na	na	JH471585.1	=	NW_005802929.1	Primary Assembly	8695	na
scaffold1025	unplaced-scaffold	na	na	JH471586.1	=	NW_005802928.1	Primary Assembly	8683	na
scaffold1026	unplaced-scaffold	na	na	JH471587.1	=	NW_005802927.1	Primary Assembly	8673	na
scaffold1027	unplaced-scaffold	na	na	JH471588.1	=	NW_005802926.1	Primary Assembly	8636	na
scaffold1028	unplaced-scaffold	na	na	JH471589.1	=	NW_005802925.1	Primary Assembly	8635	na
scaffold1029	unplaced-scaffold	na	na	JH471590.1	=	NW_005802924.1	Primary Assembly	8610	na
scaffold1030	unplaced-scaffold	na	na	JH471591.1	=	NW_005802923.1	Primary Assembly	8607	na
scaffold1031	unplaced-scaffold	na	na	JH471592.1	=	NW_005802922.1	Primary Assembly	8591	na
scaffold1032	unplaced-scaffold	na	na	JH471593.1	=	NW_005802921.1	Primary Assembly	8584	na
scaffold1033	unplaced-scaffold	na	na	JH471594.1	=	NW_005802920.1	Primary Assembly	8571	na
scaffold1034	unplaced-scaffold	na	na	JH471595.1	=	NW_005802919.1	Primary Assembly	8557	na
scaffold1035	unplaced-scaffold	na	na	JH471596.1	=	NW_005802918.1	Primary Assembly	8541	na
