# Assembly name:  Dunsal1 v. 2
# Organism name:  Dunaliella salina (green algae)
# Infraspecific name:  strain=CCAP 19/18
# Taxid:          3046
# BioSample:      SAMN02746051
# BioProject:     PRJNA32771
# Submitter:      JGI
# Date:           2020-07-10
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    NSFN02
# Assembly method: AllPaths-LG v. r52488
# Expected final version: no
# Genome coverage: 89.6x
# Sequencing technology: Illumina; Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002284615.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002284625.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
DUNSAscaffold_4376	unplaced-scaffold	na	na	MU073781.1	<>	na	Primary Assembly	1669	na
DUNSAscaffold_4378	unplaced-scaffold	na	na	MU073782.1	<>	na	Primary Assembly	1668	na
DUNSAscaffold_4379	unplaced-scaffold	na	na	MU073783.1	<>	na	Primary Assembly	1668	na
DUNSAscaffold_4380	unplaced-scaffold	na	na	MU073784.1	<>	na	Primary Assembly	1668	na
DUNSAscaffold_4382	unplaced-scaffold	na	na	MU073785.1	<>	na	Primary Assembly	1667	na
DUNSAscaffold_4383	unplaced-scaffold	na	na	MU073786.1	<>	na	Primary Assembly	1667	na
DUNSAscaffold_4384	unplaced-scaffold	na	na	MU073787.1	<>	na	Primary Assembly	1667	na
DUNSAscaffold_4385	unplaced-scaffold	na	na	MU073788.1	<>	na	Primary Assembly	1667	na
DUNSAscaffold_4386	unplaced-scaffold	na	na	MU073789.1	<>	na	Primary Assembly	1666	na
DUNSAscaffold_4387	unplaced-scaffold	na	na	MU073790.1	<>	na	Primary Assembly	1666	na
DUNSAscaffold_4388	unplaced-scaffold	na	na	MU073791.1	<>	na	Primary Assembly	1664	na
DUNSAscaffold_4389	unplaced-scaffold	na	na	MU073792.1	<>	na	Primary Assembly	1660	na
DUNSAscaffold_4390	unplaced-scaffold	na	na	MU073793.1	<>	na	Primary Assembly	1658	na
DUNSAscaffold_4391	unplaced-scaffold	na	na	MU073794.1	<>	na	Primary Assembly	1658	na
DUNSAscaffold_4392	unplaced-scaffold	na	na	MU073795.1	<>	na	Primary Assembly	1658	na
DUNSAscaffold_4393	unplaced-scaffold	na	na	MU073796.1	<>	na	Primary Assembly	1657	na
DUNSAscaffold_4394	unplaced-scaffold	na	na	MU073797.1	<>	na	Primary Assembly	1655	na
DUNSAscaffold_4395	unplaced-scaffold	na	na	MU073798.1	<>	na	Primary Assembly	1652	na
DUNSAscaffold_4396	unplaced-scaffold	na	na	MU073799.1	<>	na	Primary Assembly	1652	na
DUNSAscaffold_4397	unplaced-scaffold	na	na	MU073800.1	<>	na	Primary Assembly	1651	na
DUNSAscaffold_4398	unplaced-scaffold	na	na	MU073801.1	<>	na	Primary Assembly	1650	na
DUNSAscaffold_4399	unplaced-scaffold	na	na	MU073802.1	<>	na	Primary Assembly	1650	na
DUNSAscaffold_4400	unplaced-scaffold	na	na	MU073803.1	<>	na	Primary Assembly	1649	na
DUNSAscaffold_4401	unplaced-scaffold	na	na	MU073804.1	<>	na	Primary Assembly	1649	na
DUNSAscaffold_4402	unplaced-scaffold	na	na	MU073805.1	<>	na	Primary Assembly	1649	na
DUNSAscaffold_4403	unplaced-scaffold	na	na	MU073806.1	<>	na	Primary Assembly	1648	na
DUNSAscaffold_4404	unplaced-scaffold	na	na	MU073807.1	<>	na	Primary Assembly	1646	na
DUNSAscaffold_4405	unplaced-scaffold	na	na	MU073808.1	<>	na	Primary Assembly	1645	na
DUNSAscaffold_4406	unplaced-scaffold	na	na	MU073809.1	<>	na	Primary Assembly	1645	na
DUNSAscaffold_4407	unplaced-scaffold	na	na	MU073810.1	<>	na	Primary Assembly	1645	na
DUNSAscaffold_4408	unplaced-scaffold	na	na	MU073811.1	<>	na	Primary Assembly	1645	na
DUNSAscaffold_4409	unplaced-scaffold	na	na	MU073812.1	<>	na	Primary Assembly	1645	na
DUNSAscaffold_4410	unplaced-scaffold	na	na	MU073813.1	<>	na	Primary Assembly	1644	na
DUNSAscaffold_4411	unplaced-scaffold	na	na	MU073814.1	<>	na	Primary Assembly	1644	na
DUNSAscaffold_4412	unplaced-scaffold	na	na	MU073815.1	<>	na	Primary Assembly	1643	na
DUNSAscaffold_4413	unplaced-scaffold	na	na	MU073816.1	<>	na	Primary Assembly	1642	na
DUNSAscaffold_4414	unplaced-scaffold	na	na	MU073817.1	<>	na	Primary Assembly	1642	na
DUNSAscaffold_4415	unplaced-scaffold	na	na	MU073818.1	<>	na	Primary Assembly	1642	na
DUNSAscaffold_4416	unplaced-scaffold	na	na	MU073819.1	<>	na	Primary Assembly	1642	na
DUNSAscaffold_4417	unplaced-scaffold	na	na	MU073820.1	<>	na	Primary Assembly	1641	na
DUNSAscaffold_4418	unplaced-scaffold	na	na	MU073821.1	<>	na	Primary Assembly	1641	na
DUNSAscaffold_4419	unplaced-scaffold	na	na	MU073822.1	<>	na	Primary Assembly	1641	na
DUNSAscaffold_4421	unplaced-scaffold	na	na	MU073823.1	<>	na	Primary Assembly	1640	na
DUNSAscaffold_4422	unplaced-scaffold	na	na	MU073824.1	<>	na	Primary Assembly	1640	na
DUNSAscaffold_4423	unplaced-scaffold	na	na	MU073825.1	<>	na	Primary Assembly	1637	na
DUNSAscaffold_4424	unplaced-scaffold	na	na	MU073826.1	<>	na	Primary Assembly	1637	na
DUNSAscaffold_4426	unplaced-scaffold	na	na	MU073827.1	<>	na	Primary Assembly	1637	na
DUNSAscaffold_4427	unplaced-scaffold	na	na	MU073828.1	<>	na	Primary Assembly	1636	na
DUNSAscaffold_4428	unplaced-scaffold	na	na	MU073829.1	<>	na	Primary Assembly	1636	na
DUNSAscaffold_4429	unplaced-scaffold	na	na	MU073830.1	<>	na	Primary Assembly	1636	na
DUNSAscaffold_4430	unplaced-scaffold	na	na	MU073831.1	<>	na	Primary Assembly	1635	na
DUNSAscaffold_4431	unplaced-scaffold	na	na	MU073832.1	<>	na	Primary Assembly	1635	na
DUNSAscaffold_4432	unplaced-scaffold	na	na	MU073833.1	<>	na	Primary Assembly	1635	na
DUNSAscaffold_4433	unplaced-scaffold	na	na	MU073834.1	<>	na	Primary Assembly	1634	na
DUNSAscaffold_4434	unplaced-scaffold	na	na	MU073835.1	<>	na	Primary Assembly	1633	na
DUNSAscaffold_4435	unplaced-scaffold	na	na	MU073836.1	<>	na	Primary Assembly	1631	na
DUNSAscaffold_4436	unplaced-scaffold	na	na	MU073837.1	<>	na	Primary Assembly	1631	na
DUNSAscaffold_4437	unplaced-scaffold	na	na	MU073838.1	<>	na	Primary Assembly	1631	na
DUNSAscaffold_4438	unplaced-scaffold	na	na	MU073839.1	<>	na	Primary Assembly	1630	na
DUNSAscaffold_4439	unplaced-scaffold	na	na	MU073840.1	<>	na	Primary Assembly	1630	na
DUNSAscaffold_4440	unplaced-scaffold	na	na	MU073841.1	<>	na	Primary Assembly	1629	na
DUNSAscaffold_4441	unplaced-scaffold	na	na	MU073842.1	<>	na	Primary Assembly	1629	na
DUNSAscaffold_4442	unplaced-scaffold	na	na	MU073843.1	<>	na	Primary Assembly	1629	na
DUNSAscaffold_4443	unplaced-scaffold	na	na	MU073844.1	<>	na	Primary Assembly	1629	na
DUNSAscaffold_4444	unplaced-scaffold	na	na	MU073845.1	<>	na	Primary Assembly	1629	na
DUNSAscaffold_4445	unplaced-scaffold	na	na	MU073846.1	<>	na	Primary Assembly	1628	na
DUNSAscaffold_4446	unplaced-scaffold	na	na	MU073847.1	<>	na	Primary Assembly	1627	na
DUNSAscaffold_4447	unplaced-scaffold	na	na	MU073848.1	<>	na	Primary Assembly	1626	na
DUNSAscaffold_4448	unplaced-scaffold	na	na	MU073849.1	<>	na	Primary Assembly	1626	na
DUNSAscaffold_4449	unplaced-scaffold	na	na	MU073850.1	<>	na	Primary Assembly	1626	na
DUNSAscaffold_4450	unplaced-scaffold	na	na	MU073851.1	<>	na	Primary Assembly	1626	na
DUNSAscaffold_4451	unplaced-scaffold	na	na	MU073852.1	<>	na	Primary Assembly	1625	na
DUNSAscaffold_4452	unplaced-scaffold	na	na	MU073853.1	<>	na	Primary Assembly	1624	na
DUNSAscaffold_4453	unplaced-scaffold	na	na	MU073854.1	<>	na	Primary Assembly	1624	na
DUNSAscaffold_4454	unplaced-scaffold	na	na	MU073855.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4455	unplaced-scaffold	na	na	MU073856.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4456	unplaced-scaffold	na	na	MU073857.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4457	unplaced-scaffold	na	na	MU073858.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4458	unplaced-scaffold	na	na	MU073859.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4459	unplaced-scaffold	na	na	MU073860.1	<>	na	Primary Assembly	1623	na
DUNSAscaffold_4460	unplaced-scaffold	na	na	MU073861.1	<>	na	Primary Assembly	1621	na
DUNSAscaffold_4461	unplaced-scaffold	na	na	MU073862.1	<>	na	Primary Assembly	1621	na
DUNSAscaffold_4462	unplaced-scaffold	na	na	MU073863.1	<>	na	Primary Assembly	1621	na
DUNSAscaffold_4463	unplaced-scaffold	na	na	MU073864.1	<>	na	Primary Assembly	1620	na
DUNSAscaffold_4464	unplaced-scaffold	na	na	MU073865.1	<>	na	Primary Assembly	1618	na
DUNSAscaffold_4465	unplaced-scaffold	na	na	MU073866.1	<>	na	Primary Assembly	1617	na
DUNSAscaffold_4466	unplaced-scaffold	na	na	MU073867.1	<>	na	Primary Assembly	1617	na
DUNSAscaffold_4467	unplaced-scaffold	na	na	MU073868.1	<>	na	Primary Assembly	1617	na
DUNSAscaffold_4468	unplaced-scaffold	na	na	MU073869.1	<>	na	Primary Assembly	1616	na
DUNSAscaffold_4469	unplaced-scaffold	na	na	MU073870.1	<>	na	Primary Assembly	1615	na
DUNSAscaffold_4470	unplaced-scaffold	na	na	MU073871.1	<>	na	Primary Assembly	1615	na
DUNSAscaffold_4471	unplaced-scaffold	na	na	MU073872.1	<>	na	Primary Assembly	1614	na
DUNSAscaffold_4472	unplaced-scaffold	na	na	MU073873.1	<>	na	Primary Assembly	1613	na
DUNSAscaffold_4473	unplaced-scaffold	na	na	MU073874.1	<>	na	Primary Assembly	1613	na
DUNSAscaffold_4474	unplaced-scaffold	na	na	MU073875.1	<>	na	Primary Assembly	1612	na
DUNSAscaffold_4475	unplaced-scaffold	na	na	MU073876.1	<>	na	Primary Assembly	1612	na
DUNSAscaffold_4476	unplaced-scaffold	na	na	MU073877.1	<>	na	Primary Assembly	1612	na
DUNSAscaffold_4477	unplaced-scaffold	na	na	MU073878.1	<>	na	Primary Assembly	1610	na
DUNSAscaffold_4478	unplaced-scaffold	na	na	MU073879.1	<>	na	Primary Assembly	1609	na
DUNSAscaffold_4479	unplaced-scaffold	na	na	MU073880.1	<>	na	Primary Assembly	1609	na
DUNSAscaffold_4480	unplaced-scaffold	na	na	MU073881.1	<>	na	Primary Assembly	1609	na
DUNSAscaffold_4481	unplaced-scaffold	na	na	MU073882.1	<>	na	Primary Assembly	1608	na
DUNSAscaffold_4482	unplaced-scaffold	na	na	MU073883.1	<>	na	Primary Assembly	1608	na
DUNSAscaffold_4483	unplaced-scaffold	na	na	MU073884.1	<>	na	Primary Assembly	1606	na
DUNSAscaffold_4484	unplaced-scaffold	na	na	MU073885.1	<>	na	Primary Assembly	1606	na
DUNSAscaffold_4485	unplaced-scaffold	na	na	MU073886.1	<>	na	Primary Assembly	1606	na
DUNSAscaffold_4486	unplaced-scaffold	na	na	MU073887.1	<>	na	Primary Assembly	1606	na
DUNSAscaffold_4487	unplaced-scaffold	na	na	MU073888.1	<>	na	Primary Assembly	1605	na
DUNSAscaffold_4488	unplaced-scaffold	na	na	MU073889.1	<>	na	Primary Assembly	1604	na
DUNSAscaffold_4489	unplaced-scaffold	na	na	MU073890.1	<>	na	Primary Assembly	1604	na
DUNSAscaffold_4490	unplaced-scaffold	na	na	MU073891.1	<>	na	Primary Assembly	1604	na
DUNSAscaffold_4491	unplaced-scaffold	na	na	MU073892.1	<>	na	Primary Assembly	1603	na
DUNSAscaffold_4492	unplaced-scaffold	na	na	MU073893.1	<>	na	Primary Assembly	1603	na
DUNSAscaffold_4493	unplaced-scaffold	na	na	MU073894.1	<>	na	Primary Assembly	1602	na
DUNSAscaffold_4494	unplaced-scaffold	na	na	MU073895.1	<>	na	Primary Assembly	1602	na
DUNSAscaffold_4495	unplaced-scaffold	na	na	MU073896.1	<>	na	Primary Assembly	1601	na
DUNSAscaffold_4496	unplaced-scaffold	na	na	MU073897.1	<>	na	Primary Assembly	1601	na
DUNSAscaffold_4497	unplaced-scaffold	na	na	MU073898.1	<>	na	Primary Assembly	1601	na
DUNSAscaffold_4498	unplaced-scaffold	na	na	MU073899.1	<>	na	Primary Assembly	1600	na
DUNSAscaffold_4499	unplaced-scaffold	na	na	MU073900.1	<>	na	Primary Assembly	1600	na
DUNSAscaffold_4500	unplaced-scaffold	na	na	MU073901.1	<>	na	Primary Assembly	1599	na
DUNSAscaffold_4501	unplaced-scaffold	na	na	MU073902.1	<>	na	Primary Assembly	1599	na
DUNSAscaffold_4502	unplaced-scaffold	na	na	MU073903.1	<>	na	Primary Assembly	1598	na
DUNSAscaffold_4503	unplaced-scaffold	na	na	MU073904.1	<>	na	Primary Assembly	1598	na
DUNSAscaffold_4504	unplaced-scaffold	na	na	MU073905.1	<>	na	Primary Assembly	1597	na
DUNSAscaffold_4505	unplaced-scaffold	na	na	MU073906.1	<>	na	Primary Assembly	1596	na
DUNSAscaffold_4506	unplaced-scaffold	na	na	MU073907.1	<>	na	Primary Assembly	1596	na
DUNSAscaffold_4507	unplaced-scaffold	na	na	MU073908.1	<>	na	Primary Assembly	1596	na
DUNSAscaffold_4508	unplaced-scaffold	na	na	MU073909.1	<>	na	Primary Assembly	1595	na
DUNSAscaffold_4509	unplaced-scaffold	na	na	MU073910.1	<>	na	Primary Assembly	1595	na
DUNSAscaffold_4510	unplaced-scaffold	na	na	MU073911.1	<>	na	Primary Assembly	1594	na
DUNSAscaffold_4511	unplaced-scaffold	na	na	MU073912.1	<>	na	Primary Assembly	1594	na
DUNSAscaffold_4512	unplaced-scaffold	na	na	MU073913.1	<>	na	Primary Assembly	1593	na
DUNSAscaffold_4513	unplaced-scaffold	na	na	MU073914.1	<>	na	Primary Assembly	1592	na
DUNSAscaffold_4514	unplaced-scaffold	na	na	MU073915.1	<>	na	Primary Assembly	1592	na
DUNSAscaffold_4515	unplaced-scaffold	na	na	MU073916.1	<>	na	Primary Assembly	1592	na
DUNSAscaffold_4516	unplaced-scaffold	na	na	MU073917.1	<>	na	Primary Assembly	1591	na
DUNSAscaffold_4517	unplaced-scaffold	na	na	MU073918.1	<>	na	Primary Assembly	1590	na
DUNSAscaffold_4518	unplaced-scaffold	na	na	MU073919.1	<>	na	Primary Assembly	1590	na
DUNSAscaffold_4519	unplaced-scaffold	na	na	MU073920.1	<>	na	Primary Assembly	1588	na
DUNSAscaffold_4520	unplaced-scaffold	na	na	MU073921.1	<>	na	Primary Assembly	1588	na
DUNSAscaffold_4521	unplaced-scaffold	na	na	MU073922.1	<>	na	Primary Assembly	1588	na
DUNSAscaffold_4522	unplaced-scaffold	na	na	MU073923.1	<>	na	Primary Assembly	1588	na
DUNSAscaffold_4523	unplaced-scaffold	na	na	MU073924.1	<>	na	Primary Assembly	1588	na
DUNSAscaffold_4524	unplaced-scaffold	na	na	MU073925.1	<>	na	Primary Assembly	1585	na
DUNSAscaffold_4525	unplaced-scaffold	na	na	MU073926.1	<>	na	Primary Assembly	1585	na
DUNSAscaffold_4526	unplaced-scaffold	na	na	MU073927.1	<>	na	Primary Assembly	1582	na
DUNSAscaffold_4527	unplaced-scaffold	na	na	MU073928.1	<>	na	Primary Assembly	1581	na
DUNSAscaffold_4528	unplaced-scaffold	na	na	MU073929.1	<>	na	Primary Assembly	1581	na
DUNSAscaffold_4529	unplaced-scaffold	na	na	MU073930.1	<>	na	Primary Assembly	1581	na
DUNSAscaffold_4530	unplaced-scaffold	na	na	MU073931.1	<>	na	Primary Assembly	1580	na
DUNSAscaffold_4531	unplaced-scaffold	na	na	MU073932.1	<>	na	Primary Assembly	1580	na
DUNSAscaffold_4532	unplaced-scaffold	na	na	MU073933.1	<>	na	Primary Assembly	1580	na
DUNSAscaffold_4533	unplaced-scaffold	na	na	MU073934.1	<>	na	Primary Assembly	1579	na
DUNSAscaffold_4534	unplaced-scaffold	na	na	MU073935.1	<>	na	Primary Assembly	1578	na
DUNSAscaffold_4535	unplaced-scaffold	na	na	MU073936.1	<>	na	Primary Assembly	1578	na
DUNSAscaffold_4536	unplaced-scaffold	na	na	MU073937.1	<>	na	Primary Assembly	1577	na
DUNSAscaffold_4537	unplaced-scaffold	na	na	MU073938.1	<>	na	Primary Assembly	1577	na
DUNSAscaffold_4538	unplaced-scaffold	na	na	MU073939.1	<>	na	Primary Assembly	1576	na
DUNSAscaffold_4539	unplaced-scaffold	na	na	MU073940.1	<>	na	Primary Assembly	1576	na
DUNSAscaffold_4540	unplaced-scaffold	na	na	MU073941.1	<>	na	Primary Assembly	1576	na
DUNSAscaffold_4541	unplaced-scaffold	na	na	MU073942.1	<>	na	Primary Assembly	1574	na
DUNSAscaffold_4542	unplaced-scaffold	na	na	MU073943.1	<>	na	Primary Assembly	1574	na
DUNSAscaffold_4543	unplaced-scaffold	na	na	MU073944.1	<>	na	Primary Assembly	1573	na
DUNSAscaffold_4544	unplaced-scaffold	na	na	MU073945.1	<>	na	Primary Assembly	1573	na
DUNSAscaffold_4545	unplaced-scaffold	na	na	MU073946.1	<>	na	Primary Assembly	1572	na
DUNSAscaffold_4546	unplaced-scaffold	na	na	MU073947.1	<>	na	Primary Assembly	1571	na
DUNSAscaffold_4547	unplaced-scaffold	na	na	MU073948.1	<>	na	Primary Assembly	1571	na
DUNSAscaffold_4548	unplaced-scaffold	na	na	MU073949.1	<>	na	Primary Assembly	1571	na
DUNSAscaffold_4549	unplaced-scaffold	na	na	MU073950.1	<>	na	Primary Assembly	1570	na
DUNSAscaffold_4550	unplaced-scaffold	na	na	MU073951.1	<>	na	Primary Assembly	1570	na
DUNSAscaffold_4551	unplaced-scaffold	na	na	MU073952.1	<>	na	Primary Assembly	1567	na
DUNSAscaffold_4552	unplaced-scaffold	na	na	MU073953.1	<>	na	Primary Assembly	1567	na
DUNSAscaffold_4553	unplaced-scaffold	na	na	MU073954.1	<>	na	Primary Assembly	1565	na
DUNSAscaffold_4554	unplaced-scaffold	na	na	MU073955.1	<>	na	Primary Assembly	1564	na
DUNSAscaffold_4555	unplaced-scaffold	na	na	MU073956.1	<>	na	Primary Assembly	1564	na
DUNSAscaffold_4556	unplaced-scaffold	na	na	MU073957.1	<>	na	Primary Assembly	1563	na
DUNSAscaffold_4557	unplaced-scaffold	na	na	MU073958.1	<>	na	Primary Assembly	1562	na
DUNSAscaffold_4558	unplaced-scaffold	na	na	MU073959.1	<>	na	Primary Assembly	1561	na
DUNSAscaffold_4559	unplaced-scaffold	na	na	MU073960.1	<>	na	Primary Assembly	1561	na
DUNSAscaffold_4560	unplaced-scaffold	na	na	MU073961.1	<>	na	Primary Assembly	1558	na
DUNSAscaffold_4561	unplaced-scaffold	na	na	MU073962.1	<>	na	Primary Assembly	1558	na
DUNSAscaffold_4562	unplaced-scaffold	na	na	MU073963.1	<>	na	Primary Assembly	1557	na
DUNSAscaffold_4563	unplaced-scaffold	na	na	MU073964.1	<>	na	Primary Assembly	1556	na
DUNSAscaffold_4564	unplaced-scaffold	na	na	MU073965.1	<>	na	Primary Assembly	1556	na
DUNSAscaffold_4565	unplaced-scaffold	na	na	MU073966.1	<>	na	Primary Assembly	1556	na
DUNSAscaffold_4566	unplaced-scaffold	na	na	MU073967.1	<>	na	Primary Assembly	1555	na
DUNSAscaffold_4567	unplaced-scaffold	na	na	MU073968.1	<>	na	Primary Assembly	1555	na
DUNSAscaffold_4568	unplaced-scaffold	na	na	MU073969.1	<>	na	Primary Assembly	1555	na
DUNSAscaffold_4569	unplaced-scaffold	na	na	MU073970.1	<>	na	Primary Assembly	1555	na
DUNSAscaffold_4570	unplaced-scaffold	na	na	MU073971.1	<>	na	Primary Assembly	1555	na
DUNSAscaffold_4571	unplaced-scaffold	na	na	MU073972.1	<>	na	Primary Assembly	1554	na
DUNSAscaffold_4572	unplaced-scaffold	na	na	MU073973.1	<>	na	Primary Assembly	1553	na
DUNSAscaffold_4573	unplaced-scaffold	na	na	MU073974.1	<>	na	Primary Assembly	1553	na
DUNSAscaffold_4574	unplaced-scaffold	na	na	MU073975.1	<>	na	Primary Assembly	1553	na
DUNSAscaffold_4575	unplaced-scaffold	na	na	MU073976.1	<>	na	Primary Assembly	1553	na
DUNSAscaffold_4576	unplaced-scaffold	na	na	MU073977.1	<>	na	Primary Assembly	1553	na
DUNSAscaffold_4577	unplaced-scaffold	na	na	MU073978.1	<>	na	Primary Assembly	1552	na
DUNSAscaffold_4578	unplaced-scaffold	na	na	MU073979.1	<>	na	Primary Assembly	1550	na
DUNSAscaffold_4579	unplaced-scaffold	na	na	MU073980.1	<>	na	Primary Assembly	1549	na
DUNSAscaffold_4580	unplaced-scaffold	na	na	MU073981.1	<>	na	Primary Assembly	1548	na
DUNSAscaffold_4581	unplaced-scaffold	na	na	MU073982.1	<>	na	Primary Assembly	1548	na
DUNSAscaffold_4582	unplaced-scaffold	na	na	MU073983.1	<>	na	Primary Assembly	1547	na
DUNSAscaffold_4583	unplaced-scaffold	na	na	MU073984.1	<>	na	Primary Assembly	1547	na
DUNSAscaffold_4584	unplaced-scaffold	na	na	MU073985.1	<>	na	Primary Assembly	1546	na
DUNSAscaffold_4585	unplaced-scaffold	na	na	MU073986.1	<>	na	Primary Assembly	1546	na
DUNSAscaffold_4586	unplaced-scaffold	na	na	MU073987.1	<>	na	Primary Assembly	1545	na
DUNSAscaffold_4587	unplaced-scaffold	na	na	MU073988.1	<>	na	Primary Assembly	1543	na
DUNSAscaffold_4588	unplaced-scaffold	na	na	MU073989.1	<>	na	Primary Assembly	1542	na
DUNSAscaffold_4589	unplaced-scaffold	na	na	MU073990.1	<>	na	Primary Assembly	1541	na
DUNSAscaffold_4590	unplaced-scaffold	na	na	MU073991.1	<>	na	Primary Assembly	1541	na
DUNSAscaffold_4591	unplaced-scaffold	na	na	MU073992.1	<>	na	Primary Assembly	1541	na
DUNSAscaffold_4592	unplaced-scaffold	na	na	MU073993.1	<>	na	Primary Assembly	1541	na
DUNSAscaffold_4593	unplaced-scaffold	na	na	MU073994.1	<>	na	Primary Assembly	1539	na
DUNSAscaffold_4594	unplaced-scaffold	na	na	MU073995.1	<>	na	Primary Assembly	1539	na
DUNSAscaffold_4595	unplaced-scaffold	na	na	MU073996.1	<>	na	Primary Assembly	1539	na
DUNSAscaffold_4596	unplaced-scaffold	na	na	MU073997.1	<>	na	Primary Assembly	1538	na
DUNSAscaffold_4597	unplaced-scaffold	na	na	MU073998.1	<>	na	Primary Assembly	1538	na
DUNSAscaffold_4598	unplaced-scaffold	na	na	MU073999.1	<>	na	Primary Assembly	1538	na
DUNSAscaffold_4599	unplaced-scaffold	na	na	MU074000.1	<>	na	Primary Assembly	1537	na
DUNSAscaffold_4600	unplaced-scaffold	na	na	MU074001.1	<>	na	Primary Assembly	1535	na
DUNSAscaffold_4601	unplaced-scaffold	na	na	MU074002.1	<>	na	Primary Assembly	1534	na
DUNSAscaffold_4602	unplaced-scaffold	na	na	MU074003.1	<>	na	Primary Assembly	1534	na
DUNSAscaffold_4603	unplaced-scaffold	na	na	MU074004.1	<>	na	Primary Assembly	1533	na
DUNSAscaffold_4604	unplaced-scaffold	na	na	MU074005.1	<>	na	Primary Assembly	1533	na
DUNSAscaffold_4605	unplaced-scaffold	na	na	MU074006.1	<>	na	Primary Assembly	1533	na
DUNSAscaffold_4606	unplaced-scaffold	na	na	MU074007.1	<>	na	Primary Assembly	1532	na
DUNSAscaffold_4607	unplaced-scaffold	na	na	MU074008.1	<>	na	Primary Assembly	1531	na
DUNSAscaffold_4608	unplaced-scaffold	na	na	MU074009.1	<>	na	Primary Assembly	1531	na
DUNSAscaffold_4609	unplaced-scaffold	na	na	MU074010.1	<>	na	Primary Assembly	1531	na
DUNSAscaffold_4610	unplaced-scaffold	na	na	MU074011.1	<>	na	Primary Assembly	1531	na
DUNSAscaffold_4611	unplaced-scaffold	na	na	MU074012.1	<>	na	Primary Assembly	1531	na
DUNSAscaffold_4612	unplaced-scaffold	na	na	MU074013.1	<>	na	Primary Assembly	1530	na
DUNSAscaffold_4613	unplaced-scaffold	na	na	MU074014.1	<>	na	Primary Assembly	1530	na
DUNSAscaffold_4614	unplaced-scaffold	na	na	MU074015.1	<>	na	Primary Assembly	1530	na
DUNSAscaffold_4615	unplaced-scaffold	na	na	MU074016.1	<>	na	Primary Assembly	1530	na
DUNSAscaffold_4616	unplaced-scaffold	na	na	MU074017.1	<>	na	Primary Assembly	1528	na
DUNSAscaffold_4617	unplaced-scaffold	na	na	MU074018.1	<>	na	Primary Assembly	1528	na
DUNSAscaffold_4618	unplaced-scaffold	na	na	MU074019.1	<>	na	Primary Assembly	1527	na
DUNSAscaffold_4619	unplaced-scaffold	na	na	MU074020.1	<>	na	Primary Assembly	1527	na
DUNSAscaffold_4620	unplaced-scaffold	na	na	MU074021.1	<>	na	Primary Assembly	1526	na
DUNSAscaffold_4621	unplaced-scaffold	na	na	MU074022.1	<>	na	Primary Assembly	1526	na
DUNSAscaffold_4622	unplaced-scaffold	na	na	MU074023.1	<>	na	Primary Assembly	1526	na
DUNSAscaffold_4623	unplaced-scaffold	na	na	MU074024.1	<>	na	Primary Assembly	1525	na
DUNSAscaffold_4624	unplaced-scaffold	na	na	MU074025.1	<>	na	Primary Assembly	1524	na
DUNSAscaffold_4625	unplaced-scaffold	na	na	MU074026.1	<>	na	Primary Assembly	1524	na
DUNSAscaffold_4626	unplaced-scaffold	na	na	MU074027.1	<>	na	Primary Assembly	1523	na
DUNSAscaffold_4627	unplaced-scaffold	na	na	MU074028.1	<>	na	Primary Assembly	1523	na
DUNSAscaffold_4628	unplaced-scaffold	na	na	MU074029.1	<>	na	Primary Assembly	1523	na
DUNSAscaffold_4629	unplaced-scaffold	na	na	MU074030.1	<>	na	Primary Assembly	1522	na
DUNSAscaffold_4630	unplaced-scaffold	na	na	MU074031.1	<>	na	Primary Assembly	1522	na
DUNSAscaffold_4631	unplaced-scaffold	na	na	MU074032.1	<>	na	Primary Assembly	1519	na
DUNSAscaffold_4632	unplaced-scaffold	na	na	MU074033.1	<>	na	Primary Assembly	1518	na
DUNSAscaffold_4633	unplaced-scaffold	na	na	MU074034.1	<>	na	Primary Assembly	1518	na
DUNSAscaffold_4634	unplaced-scaffold	na	na	MU074035.1	<>	na	Primary Assembly	1516	na
DUNSAscaffold_4635	unplaced-scaffold	na	na	MU074036.1	<>	na	Primary Assembly	1515	na
DUNSAscaffold_4636	unplaced-scaffold	na	na	MU074037.1	<>	na	Primary Assembly	1515	na
DUNSAscaffold_4637	unplaced-scaffold	na	na	MU074038.1	<>	na	Primary Assembly	1515	na
DUNSAscaffold_4638	unplaced-scaffold	na	na	MU074039.1	<>	na	Primary Assembly	1514	na
